fiscal_year,service,branch,profile_id,profile,fund_type,fund,approved
2024,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Developer Financing,96000.00
2024,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Developer / Partner Financing,Partnership Funding,561000.00
2024,Parks,Building Great Neighbourhoods,CM-36-3636,Neighbourhood Park Development Program - New,Pay-As-You-Go (PAYG),Pay-As-You-Go,610000.00
2024,Parks,Building Great Neighbourhoods,CM-33-0000,Open Space: Open Spaces - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,217000.00
2024,Parks,Building Great Neighbourhoods,CM-38-0000,Open Space: Overland Drainage - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,344000.00
2024,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Grants,Local Government Fiscal Framework,2733000.00
2024,Parks,Building Great Neighbourhoods,CM-32-0000,Open Space: Parks - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,959000.00
2024,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Developer / Partner Financing,Developer Financing,139000.00
2024,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Developer / Partner Financing,Partnership Funding,435000.00
2024,Parks,Building Great Neighbourhoods,CM-36-0000,Open Space: Partner Renewal (NPDP Renewal),Pay-As-You-Go (PAYG),Pay-As-You-Go,814000.00
2024,Parks,Building Great Neighbourhoods,CM-30-3030,Open Space: Planning and Design - Growth,Pay-As-You-Go (PAYG),Pay-As-You-Go,398000.00
2024,Parks,Building Great Neighbourhoods,CM-31-0000,Open Space: River Valley System - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1385000.00
2024,Parks,Building Great Neighbourhoods,23-30-9320,Secord South Park Development,Pay-As-You-Go (PAYG),Pay-As-You-Go,1038000.00
2024,Parks,Building Great Neighbourhoods,17-28-1008,Sir Wilfrid Laurier Park,Pay-As-You-Go (PAYG),Pay-As-You-Go,10000.00
2024,Parks,Building Great Neighbourhoods,23-30-9321,Warehouse Park,Community Revitalization Levy,Debt CRL Downtown,7295000.00
2024,Parks,Infrastructure Delivery,15-28-4200,"Ambleside SW District Office, Maintenance Yard & Fuel Site",Pay-As-You-Go (PAYG),Pay-As-You-Go,638000.00
2024,Parks,Infrastructure Delivery,23-10-9317,Kennedale Snow Storage Site Upgrades,Grants,Local Government Fiscal Framework,13118000.00
2024,Parks,Infrastructure Delivery,23-10-9317,Kennedale Snow Storage Site Upgrades,Pay-As-You-Go (PAYG),Pay-As-You-Go,291000.00
2024,Parks,Infrastructure Delivery,21-31-9100,Rundle Park Road and Parking Lot Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,644000.00
2024,Parks,Infrastructure Delivery,21-32-9101,William Hawrelak Park Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,788000.00
2024,Parks,Infrastructure Delivery,21-32-9101,William Hawrelak Park Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,39602000.00
2024,Parks,Infrastructure Planning and Design,CM-28-7055,Neighbourhood Park Development Program - Renewal,Grants,Other Grants - Federal,84000.00
2024,Parks,Infrastructure Planning and Design,CM-28-7055,Neighbourhood Park Development Program - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,-84000.00
2024,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,1664000.00
2024,Parks,Infrastructure Planning and Design,CM-39-0000,Open Space - Minor Renewal Program,Reserves,Cemetery Reserve,50000.00
2024,Parks,Infrastructure Planning and Design,CM-37-0000,Open Space: Contaminated Site Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,71000.00
2024,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Grants,Local Government Fiscal Framework,2508000.00
2024,Parks,Infrastructure Planning and Design,CM-34-0000,Open Space: Landslide and Erosion Management Program,Pay-As-You-Go (PAYG),Pay-As-You-Go,2474000.00
2024,Parks,Parks and Roads Services,CM-66-2701,Parks and Roads - Fleet Optimization,Pay-As-You-Go (PAYG),Pay-As-You-Go,39000.00
2024,Parks,Planning and Environment Services,CM-17-1024,District Park Land Acquisition (FMP Repayment),Reserves,Funds-in-Lieu Reserve,1000000.00
2024,Parks,Planning and Environment Services,CM-17-1022,District Park Land Acquisition (New ASPs),Reserves,Funds-in-Lieu Reserve,1864000.00
2024,Parks,Planning and Environment Services,CM-16-1232,Dry Pond Land Acquisitions,Developer / Partner Financing,EPCOR Contribution,14000.00
2024,Parks,Planning and Environment Services,CM-17-1020,Mature Area Land Acquisition,Pay-As-You-Go (PAYG),Pay-As-You-Go,169000.00
2024,Parks,Planning and Environment Services,CM-17-1020,Mature Area Land Acquisition,Reserves,Funds-in-Lieu Reserve,9000.00
2024,Parks,Planning and Environment Services,12-17-0007,Natural Areas Acquisition & Conservation,Tax-Supported Debt,Tax-Supported Debt,2000.00
2024,Parks,Planning and Environment Services,CM-21-6000,Pedestrian Wayfinding,Pay-As-You-Go (PAYG),Pay-As-You-Go,41000.00
2024,Parks,Planning and Environment Services,CM-17-1001,River Valley Land Acquisition,Pay-As-You-Go (PAYG),Pay-As-You-Go,3845000.00
2024,Parks,Planning and Environment Services,CM-17-1001,River Valley Land Acquisition,Reserves,Parkland Purchase Reserve,7196000.00
2024,Parks,Planning and Environment Services,CM-17-1004,Suburban School and Park Land Acquisition,Reserves,Funds-in-Lieu Reserve,713000.00
2024,Public Safety,Community Standards,CM-21-0012,Community Standards and Neighbourhoods - Equipment Conservation,Pay-As-You-Go (PAYG),Pay-As-You-Go,1075000.00
2024,Public Safety,Fire Rescue Services,CM-70-0001,Fire Rescue Equipment Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2437000.00
2024,Public Safety,Infrastructure Delivery,21-11-9600,EPS-Police Headquarters Rehabilitation,Grants,Local Government Fiscal Framework,6131000.00
2024,Public Safety,Infrastructure Delivery,21-11-9600,EPS-Police Headquarters Rehabilitation,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,417000.00
2024,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Grants,Local Government Fiscal Framework,2172000.00
2024,Public Safety,Infrastructure Delivery,24-11-9611,Fire Station 7 (Highlands) Building Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,174000.00
2024,Public Safety,Infrastructure Delivery,20-10-9003,Fire Station No.19 Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,26000.00
2024,Public Safety,Infrastructure Delivery,20-10-9002,Fire Station No.3 Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,-254000.00
2024,Public Safety,Infrastructure Delivery,12-70-0020,Pilot Sound Fire Station,Pay-As-You-Go (PAYG),Pay-As-You-Go,-14000.00
2024,Public Safety,Infrastructure Delivery,15-70-0004,Windermere Fire Station,Pay-As-You-Go (PAYG),Pay-As-You-Go,126000.00
2024,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Grants,Local Government Fiscal Framework,197000.00
2024,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,388000.00
2024,Public Safety,Infrastructure Planning and Design,CM-11-0000,Facility: Safety and Security - Renewal,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,-180000.00
2024,Public Safety,Infrastructure Planning and Design,21-10-9105,Fire Station #8 Relocation - Blatchford,Tax-Supported Debt,Tax-Supported Debt,6255000.00
2024,Public Safety,LRT Expansion and Renewal,16-66-3302,LRT NE Crossings - Safety Improvements,Pay-As-You-Go (PAYG),Pay-As-You-Go,6000.00
2024,Public Safety,Parks and Roads Services,CM-66-2596,Safe and Livable Community Streets,Reserves,Traffic Safety Automated Enfmt Resrv,2990000.00
2024,Public Safety,Parks and Roads Services,CM-66-2585,Safe Crossings,Reserves,Traffic Safety Automated Enfmt Resrv,6712000.00
2024,Public Safety,Police Service,21-60-1747,Automated Fingerprint Identification Sys,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,92000.00
2024,Public Safety,Police Service,24-60-1611,Body Worn Video,Pay-As-You-Go (PAYG),Pay-As-You-Go,1748000.00
2024,Public Safety,Police Service,21-60-1472,"CRIMM - CAD-RMS Integration, Modernization and Maximization",Pay-As-You-Go (PAYG),Pay-As-You-Go,1236000.00
2024,Public Safety,Police Service,21-60-1472,"CRIMM - CAD-RMS Integration, Modernization and Maximization",Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,762000.00
2024,Public Safety,Police Service,21-60-1471,EPS Enterprise Commons,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,-277000.00
2024,Public Safety,Police Service,20-60-1620,In-Car Video,Pay-As-You-Go (PAYG),Pay-As-You-Go,58000.00
2024,Public Safety,Police Service,12-60-1376,Northwest Campus,Pay-As-You-Go (PAYG),Pay-As-You-Go,-12815000.00
2024,Public Safety,Police Service,12-60-1376,Northwest Campus,Tax-Supported Debt,Tax-Supported Debt,-2070000.00
2024,Public Safety,Police Service,CM-60-1771,Police Equipment,Developer / Partner Financing,Partnership Funding,54000.00
2024,Public Safety,Police Service,CM-60-1771,Police Equipment,Grants,Guns and Gangs Violence Action Fund - Provincial,895000.00
2024,Public Safety,Police Service,CM-60-1771,Police Equipment,Pay-As-You-Go (PAYG),Pay-As-You-Go,949000.00
2024,Public Safety,Police Service,CM-60-1771,Police Equipment,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,1695000.00
2024,Public Safety,Police Service,CM-60-1461,Police IT - Applications Enhancement,Grants,Other Grants - Provincial,348000.00
2024,Public Safety,Police Service,CM-60-1461,Police IT - Applications Enhancement,Pay-As-You-Go (PAYG),Pay-As-You-Go,1071000.00
2024,Public Safety,Police Service,CM-60-1460,Police IT - Applications Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,771000.00
2024,Public Safety,Police Service,CM-60-1433,Police IT - Infrastructure Sustainment,Grants,Provincial E911 Levy Grant,80000.00
2024,Public Safety,Police Service,CM-60-1433,Police IT - Infrastructure Sustainment,Pay-As-You-Go (PAYG),Pay-As-You-Go,5776000.00
2024,Public Safety,Police Service,CM-60-1425,Radio Life Cycle,Grants,Police Recruitment Support Provincial Grant,225000.00
2024,Public Safety,Police Service,CM-60-1425,Radio Life Cycle,Pay-As-You-Go (PAYG),Pay-As-You-Go,7675000.00
2024,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Grants,Other Grants - Provincial,58000.00
2024,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Grants,Police Recruitment Support Provincial Grant,671000.00
2024,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Pay-As-You-Go (PAYG),PAYG Capital Reserve - Police,7979000.00
2024,Public Safety,Police Service,CM-60-1765,Vehicle Replacements,Reserves,Financial Stabilization Resrv.,123000.00
2024,Public Transit,Edmonton Transit Service,21-61-3411,Active Air & Surface Purification Technology for ETS & DATS Fleet,Reserves,Financial Stabilization Resrv.,31000.00
2024,Public Transit,Edmonton Transit Service,CM-61-3609,Bus Equipment Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,741000.00
2024,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Developer / Partner Financing,Partnership Funding,259000.00
2024,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Canada Community-Building Fund (CCBF),1540000.00
2024,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Grants,Local Government Fiscal Framework,11430000.00
2024,Public Transit,Edmonton Transit Service,CM-66-3600,Bus Fleet & Equipment Rehab & Replacement,Pay-As-You-Go (PAYG),Pay-As-You-Go,2412000.00
2024,Public Transit,Edmonton Transit Service,24-61-3623,Growth Buses,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000000.00
2024,Public Transit,Edmonton Transit Service,24-61-3623,Growth Buses,Reserves,LRT Reserve,9732000.00
2024,Public Transit,Edmonton Transit Service,CM-66-3000,Transit Communications Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1329000.00
2024,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Developer / Partner Financing,Partnership Funding,283000.00
2024,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Grants,Green-trip,1179000.00
2024,Public Transit,Edmonton Transit Service,13-66-1294,Transit Smart Fare System (Smart Card),Pay-As-You-Go (PAYG),Pay-As-You-Go,350000.00
2024,Public Transit,Infrastructure Delivery,12-66-1413,Kathleen Andrews Transit Garage,Tax-Supported Debt,Tax-Supported Debt,-3981000.00
2024,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Grants,Federal - Zero Emission Transit Fund,1141000.00
2024,Public Transit,Infrastructure Planning and Design,20-20-2022,New Transit Bus Garage,Tax-Supported Debt,Tax-Supported Debt,36087000.00
2024,Public Transit,LRT Expansion and Renewal,21-25-9501,Central LRT Station Escalator Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1306000.00
2024,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Grants,Canada's Rail Safety Improvement Program (RSIP),11000.00
2024,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Grants,Local Government Fiscal Framework,2706000.00
2024,Public Transit,LRT Expansion and Renewal,CM-21-0000,Transportation: Public Transit - Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,1230000.00
2024,Recreation & Culture,Building Great Neighbourhoods,24-31-9200,Rundle Park Trail Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,242000.00
2024,Recreation & Culture,Community & Recreation Facilities,5730-07-21T00:00:00.000,Multi-Sport Tournament & Rec Site (MTRS),Developer / Partner Financing,Developer Financing,197000.00
2024,Recreation & Culture,Community & Recreation Facilities,5730-07-21T00:00:00.000,Multi-Sport Tournament & Rec Site (MTRS),Pay-As-You-Go (PAYG),Pay-As-You-Go,-197000.00
2024,Recreation & Culture,Community Recreation and Culture,CM-21-2010,Commonwealth Stadium Equipment,Reserves,Stadium Reserve,859000.00
2024,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Grants,Other Grants - Federal,-819000.00
2024,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Grants,Tourism Relief Grant - Federal,819000.00
2024,Recreation & Culture,Community Recreation and Culture,CM-21-5601,Community Recreation and Culture - Equipment Conservation,Pay-As-You-Go (PAYG),Pay-As-You-Go,1075000.00
2024,Recreation & Culture,Infrastructure Delivery,20-12-0200,ACT Aquatic and Recreation Centre Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,613000.00
2024,Recreation & Culture,Infrastructure Delivery,20-12-9200,Civic Precinct Surface Renewal Phase 2,Pay-As-You-Go (PAYG),Pay-As-You-Go,1000.00
2024,Recreation & Culture,Infrastructure Delivery,22-10-9312,Commonwealth Recreation Centre Solar Photovoltaic Project,Grants,Other Grants - Provincial,372000.00
2024,Recreation & Culture,Infrastructure Delivery,22-10-9312,Commonwealth Recreation Centre Solar Photovoltaic Project,Tax-Supported Debt,Tax-Supported Debt,239000.00
2024,Recreation & Culture,Infrastructure Delivery,20-12-0220,Confederation Leisure Centre and Arena Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,3000.00
2024,Recreation & Culture,Infrastructure Delivery,15-21-5801,Coronation Park Sports and Recreation Centre,Tax-Supported Debt,Tax-Supported Debt,37248000.00
2024,Recreation & Culture,Infrastructure Delivery,21-12-0350,Edmonton EXPO Centre Rehabilitation,Grants,Local Government Fiscal Framework,25236000.00
2024,Recreation & Culture,Infrastructure Delivery,21-12-0350,Edmonton EXPO Centre Rehabilitation,Grants,Munc Sustain. Initiative - MSI,738000.00
2024,Recreation & Culture,Infrastructure Delivery,21-12-0350,Edmonton EXPO Centre Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,80000.00
2024,Recreation & Culture,Infrastructure Delivery,17-21-1000,Edmonton Soccer Association South Soccer Centre Expansion,Pay-As-You-Go (PAYG),Pay-As-You-Go,60000.00
2024,Recreation & Culture,Infrastructure Delivery,17-21-1000,Edmonton Soccer Association South Soccer Centre Expansion,Tax-Supported Debt,Tax-Supported Debt,98000.00
2024,Recreation & Culture,Infrastructure Delivery,15-21-6973,Fort Edmonton Park - Utilities & Enhancements,Grants,Federal Bldg Canada Fund,7000.00
2024,Recreation & Culture,Infrastructure Delivery,15-21-6973,Fort Edmonton Park - Utilities & Enhancements,Pay-As-You-Go (PAYG),Pay-As-You-Go,94000.00
2024,Recreation & Culture,Infrastructure Delivery,25-12-9501,Fort Edmonton Park Renewal,Grants,Local Government Fiscal Framework,1759000.00
2024,Recreation & Culture,Infrastructure Delivery,25-12-9501,Fort Edmonton Park Renewal,Grants,Munc Sustain. Initiative - MSI,160000.00
2024,Recreation & Culture,Infrastructure Delivery,25-12-9501,Fort Edmonton Park Renewal,Pay-As-You-Go (PAYG),Pay-As-You-Go,180000.00
2024,Recreation & Culture,Infrastructure Delivery,21-10-9103,Iron Works Building Rehabilitation,Community Revitalization Levy,Debt CRL Quarters,7838000.00
2024,Recreation & Culture,Infrastructure Delivery,21-10-9103,Iron Works Building Rehabilitation,Tax-Supported Debt,Tax-Supported Debt,1073000.00
2024,Recreation & Culture,Infrastructure Delivery,15-21-3400,Kihciy Askiy Sacred Earth,Pay-As-You-Go (PAYG),Pay-As-You-Go,539000.00
2024,Recreation & Culture,Infrastructure Delivery,21-12-0330,Kinsmen Sports Centre Facility Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,416000.00
2024,Recreation & Culture,Infrastructure Delivery,15-21-5785,Lewis Farms Community Recreation Centre and Library,Tax-Supported Debt,Tax-Supported Debt,50801000.00
2024,Recreation & Culture,Infrastructure Delivery,22-12-9008,Mill Creek Pool Rehabilitation,Pay-As-You-Go (PAYG),Pay-As-You-Go,337000.00
2024,Recreation & Culture,Infrastructure Delivery,11-21-1004,Mill Woods Sr Centre & Multiculture Fac.,Pay-As-You-Go (PAYG),Pay-As-You-Go,4000.00
